"external_gene_id"	"description"
"Hcn4"	"hyperpolarization-activated, cyclic nucleotide-gated K+ 4 [Source:MGI Symbol;Acc:MGI:1298209]"
"Neo1"	"neogenin [Source:MGI Symbol;Acc:MGI:1097159]"
"Tpm1"	"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
"Trip4"	"thyroid hormone receptor interactor 4 [Source:MGI Symbol;Acc:MGI:1928469]"
"Spg21"	"spastic paraplegia 21 homolog (human) [Source:MGI Symbol;Acc:MGI:106403]"
"Rpl4"	"ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]"
"Zwilch"	"zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264]"
"Atr"	"ataxia telangiectasia and Rad3 related [Source:MGI Symbol;Acc:MGI:108028]"
"Stt3b"	"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915542]"
"Armc8"	"armadillo repeat containing 8 [Source:MGI Symbol;Acc:MGI:1921375]"
"Arpp21"	"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]"
"Rpsa"	"ribosomal protein SA [Source:MGI Symbol;Acc:MGI:105381]"
"Ephb1"	"Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]"
"Rab6b"	"RAB6B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:107283]"
"Dnajc13"	"DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:MGI Symbol;Acc:MGI:2676368]"
"Atp2c1"	"ATPase, Ca++-sequestering [Source:MGI Symbol;Acc:MGI:1889008]"
"Manf"	"mesencephalic astrocyte-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1922090]"
"Rbm6"	"RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]"
"Nicn1"	"nicolin 1 [Source:MGI Symbol;Acc:MGI:1913507]"
"Thsd7a"	"thrombospondin, type I, domain containing 7A [Source:MGI Symbol;Acc:MGI:2685683]"
"Crebl2"	"cAMP responsive element binding protein-like 2 [Source:MGI Symbol;Acc:MGI:1889385]"
"1700025G04Rik"	"RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]"
"Nlrp3"	"NLR family, pyrin domain containing 3 [Source:MGI Symbol;Acc:MGI:2653833]"
"Kank1"	"KN motif and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2147707]"
"Ablim3"	"actin binding LIM protein family, member 3 [Source:MGI Symbol;Acc:MGI:2442582]"
"Ilvbl"	"ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]"
"Itgbl1"	"integrin, beta-like 1 [Source:MGI Symbol;Acc:MGI:2443439]"
"Inha"	"inhibin alpha [Source:MGI Symbol;Acc:MGI:96569]"
"Ogfod1"	"2-oxoglutarate and iron-dependent oxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:2442978]"
"Nfatc1"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]"
"C330027C09Rik"	"RIKEN cDNA C330027C09 gene [Source:MGI Symbol;Acc:MGI:2146335]"
"Calhm2"	"calcium homeostasis modulator 2 [Source:MGI Symbol;Acc:MGI:1919941]"
"Lmo7"	"LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]"
"Lss"	"lanosterol synthase [Source:MGI Symbol;Acc:MGI:1336155]"
"Gga1"	"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:MGI Symbol;Acc:MGI:2146207]"
"Phldb2"	"pleckstrin homology-like domain, family B, member 2 [Source:MGI Symbol;Acc:MGI:2444981]"
"Podxl2"	"podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]"
"Tie1"	"tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]"
"Lpp"	"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]"
"Galnt9"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2677965]"
"Gstt2"	"glutathione S-transferase, theta 2 [Source:MGI Symbol;Acc:MGI:106188]"
"Chst2"	"carbohydrate sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1891160]"
"Adamts15"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 [Source:MGI Symbol;Acc:MGI:2449569]"
"Prss35"	"protease, serine, 35 [Source:MGI Symbol;Acc:MGI:2444800]"
"Larp4b"	"La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]"
"Angptl1"	"angiopoietin-like 1 [Source:MGI Symbol;Acc:MGI:1919963]"
"Znrf1"	"zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308]"
"Myo6"	"myosin VI [Source:MGI Symbol;Acc:MGI:104785]"
"Rfwd3"	"ring finger and WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2384584]"
"Cep350"	"centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331]"
"Foxn3"	"forkhead box N3 [Source:MGI Symbol;Acc:MGI:1918625]"
"Egr3"	"early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]"
"Mtss1l"	"metastasis suppressor 1-like [Source:MGI Symbol;Acc:MGI:3039591]"
"Calm4"	"calmodulin 4 [Source:MGI Symbol;Acc:MGI:1931464]"
"Atp7a"	"ATPase, Cu++ transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]"
"BC016423"	"cDNA sequence BC016423 [Source:MGI Symbol;Acc:MGI:2145274]"
"Tpsb2"	"tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942]"
"Mga"	"MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]"
"Trim36"	"tripartite motif-containing 36 [Source:MGI Symbol;Acc:MGI:106264]"
"Aspm"	"asp (abnormal spindle)-like, microcephaly associated (Drosophila) [Source:MGI Symbol;Acc:MGI:1334448]"
"Ttc37"	"tetratricopeptide repeat domain 37 [Source:MGI Symbol;Acc:MGI:2679923]"
"Farp2"	"FERM, RhoGEF and pleckstrin domain protein 2 [Source:MGI Symbol;Acc:MGI:2385126]"
"Hdlbp"	"high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256]"
"2310044G17Rik"	"RIKEN cDNA 2310044G17 gene [Source:MGI Symbol;Acc:MGI:1919185]"
"Scx"	"scleraxis [Source:MGI Symbol;Acc:MGI:102934]"
"Emid1"	"EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]"
"Ccnd3"	"cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]"
"Irf2bpl"	"interferon regulatory factor 2 binding protein-like [Source:MGI Symbol;Acc:MGI:2442463]"
"Efcab14"	"EF-hand calcium binding domain 14 [Source:MGI Symbol;Acc:MGI:2442397]"
"Gpc1"	"glypican 1 [Source:MGI Symbol;Acc:MGI:1194891]"
"Golgb1"	"golgi autoantigen, golgin subfamily b, macrogolgin 1 [Source:MGI Symbol;Acc:MGI:1099447]"
"Fhod3"	"formin homology 2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1925847]"
"Brip1"	"BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]"
"Cbl"	"Casitas B-lineage lymphoma [Source:MGI Symbol;Acc:MGI:88279]"
"Smc4"	"structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]"
"Ssu2"	"ssu-2 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2443733]"
"Scara3"	"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]"
"Mad2l1bp"	"MAD2L1 binding protein [Source:MGI Symbol;Acc:MGI:1913841]"
"Gjc1"	"gap junction protein, gamma 1 [Source:MGI Symbol;Acc:MGI:95718]"
"Zfp395"	"zinc finger protein 395 [Source:MGI Symbol;Acc:MGI:2682318]"
"Slc41a2"	"solute carrier family 41, member 2 [Source:MGI Symbol;Acc:MGI:2442940]"
"Myo5a"	"myosin VA [Source:MGI Symbol;Acc:MGI:105976]"
"Chst11"	"carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]"
"Pik3ip1"	"phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]"
"Ly6d"	"lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"Lrrn1"	"leucine rich repeat protein 1, neuronal [Source:MGI Symbol;Acc:MGI:106038]"
"Rnps1"	"ribonucleic acid binding protein S1 [Source:MGI Symbol;Acc:MGI:97960]"
"Fam171a2"	"family with sequence similarity 171, member A2 [Source:MGI Symbol;Acc:MGI:2448496]"
"Ttyh2"	"tweety homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2157091]"
"Dgkh"	"diacylglycerol kinase, eta [Source:MGI Symbol;Acc:MGI:2444188]"
"Mast4"	"microtubule associated serine/threonine kinase family member 4 [Source:MGI Symbol;Acc:MGI:1918885]"
"Glis1"	"GLIS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2386723]"
"Tle2"	"transducin-like enhancer of split 2, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104635]"
"Cpne7"	"copine VII [Source:MGI Symbol;Acc:MGI:2142747]"
"Art3"	"ADP-ribosyltransferase 3 [Source:MGI Symbol;Acc:MGI:1202729]"
"Tmem127"	"transmembrane protein 127 [Source:MGI Symbol;Acc:MGI:1916720]"
"Acot11"	"acyl-CoA thioesterase 11 [Source:MGI Symbol;Acc:MGI:1913736]"
"Tbxa2r"	"thromboxane A2 receptor [Source:MGI Symbol;Acc:MGI:98496]"
"Ushbp1"	"Usher syndrome 1C binding protein 1 [Source:MGI Symbol;Acc:MGI:1922920]"
"Arl4d"	"ADP-ribosylation factor-like 4D [Source:MGI Symbol;Acc:MGI:1933155]"
"Dopey1"	"dopey family member 1 [Source:MGI Symbol;Acc:MGI:1289294]"
"Otoa"	"otoancorin [Source:MGI Symbol;Acc:MGI:2149209]"
"Eef2"	"eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]"
"Foxn2"	"forkhead box N2 [Source:MGI Symbol;Acc:MGI:1347478]"
"Dpp4"	"dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]"
"Rundc1"	"RUN domain containing 1 [Source:MGI Symbol;Acc:MGI:2144506]"
"Baz1a"	"bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478]"
"Zc3h12b"	"zinc finger CCCH-type containing 12B [Source:MGI Symbol;Acc:MGI:2442133]"
"Dhx57"	"DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:MGI Symbol;Acc:MGI:2147067]"
"Secisbp2l"	"SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]"
"Eva1a"	"eva-1 homolog A (C. elegans) [Source:MGI Symbol;Acc:MGI:2385247]"
"Egln3"	"EGL nine homolog 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:1932288]"
"Arhgap5"	"Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]"
"Mitf"	"microphthalmia-associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]"
"Ints6"	"integrator complex subunit 6 [Source:MGI Symbol;Acc:MGI:1202397]"
"A630007B06Rik"	"RIKEN cDNA A630007B06 gene [Source:MGI Symbol;Acc:MGI:2445022]"
"Heatr5a"	"HEAT repeat containing 5A [Source:MGI Symbol;Acc:MGI:2444133]"
"Trim13"	"tripartite motif-containing 13 [Source:MGI Symbol;Acc:MGI:1913847]"
"Lcat"	"lecithin cholesterol acyltransferase [Source:MGI Symbol;Acc:MGI:96755]"
"Tpbg"	"trophoblast glycoprotein [Source:MGI Symbol;Acc:MGI:1341264]"
"Vps13c"	"vacuolar protein sorting 13C (yeast) [Source:MGI Symbol;Acc:MGI:2444207]"
"Wdr38"	"WD repeat domain 38 [Source:MGI Symbol;Acc:MGI:1923896]"
"Lin54"	"lin-54 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2140902]"
"Oser1"	"oxidative stress responsive serine rich 1 [Source:MGI Symbol;Acc:MGI:1913930]"
"Kank4"	"KN motif and ankyrin repeat domains 4 [Source:MGI Symbol;Acc:MGI:3043381]"
"Tgfbi"	"transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]"
"Fam179b"	"family with sequence similarity 179, member B [Source:MGI Symbol;Acc:MGI:2684313]"
"Frmpd1"	"FERM and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:2446274]"
"1700021K19Rik"	"RIKEN cDNA 1700021K19 gene [Source:MGI Symbol;Acc:MGI:1915160]"
"Zswim4"	"zinc finger SWIM-type containing 4 [Source:MGI Symbol;Acc:MGI:2443726]"
"Tnfsf9"	"tumor necrosis factor (ligand) superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101058]"
"Dync1li2"	"dynein, cytoplasmic 1 light intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107738]"
"Pawr"	"PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]"
"Hykk"	"hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139]"
"Ibtk"	"inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:1918677]"
"Acss3"	"acyl-CoA synthetase short-chain family member 3 [Source:MGI Symbol;Acc:MGI:2685720]"
"Galt"	"galactose-1-phosphate uridyl transferase [Source:MGI Symbol;Acc:MGI:95638]"
"Meox2"	"mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]"
"Hist1h1c"	"histone cluster 1, H1c [Source:MGI Symbol;Acc:MGI:1931526]"
"Ube2r2"	"ubiquitin-conjugating enzyme E2R 2 [Source:MGI Symbol;Acc:MGI:1914865]"
"Lrrk2"	"leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]"
"Igsf10"	"immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]"
"Tmem260"	"transmembrane protein 260 [Source:MGI Symbol;Acc:MGI:2443219]"
"Sec24a"	"Sec24 related gene family, member A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924621]"
"Pcdh8"	"protocadherin 8 [Source:MGI Symbol;Acc:MGI:1306800]"
"Calm2"	"calmodulin 2 [Source:MGI Symbol;Acc:MGI:103250]"
"Tmem255a"	"transmembrane protein 255A [Source:MGI Symbol;Acc:MGI:3045722]"
"Sbf1"	"SET binding factor 1 [Source:MGI Symbol;Acc:MGI:1925230]"
"Cdc42ep3"	"CDC42 effector protein (Rho GTPase binding) 3 [Source:MGI Symbol;Acc:MGI:2384718]"
"Adamts2"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]"
"Ppp6r2"	"protein phosphatase 6, regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1918724]"
"Ttyh3"	"tweety homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1925589]"
"Ttll7"	"tubulin tyrosine ligase-like family, member 7 [Source:MGI Symbol;Acc:MGI:1918142]"
"Kif15"	"kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"Anln"	"anillin, actin binding protein [Source:MGI Symbol;Acc:MGI:1920174]"
"Rps27l"	"ribosomal protein S27-like [Source:MGI Symbol;Acc:MGI:1915191]"
"Klhl13"	"kelch-like 13 [Source:MGI Symbol;Acc:MGI:1914705]"
"Topors"	"topoisomerase I binding, arginine/serine-rich [Source:MGI Symbol;Acc:MGI:2146189]"
"Pnpla7"	"patatin-like phospholipase domain containing 7 [Source:MGI Symbol;Acc:MGI:2385325]"
"Mcoln3"	"mucolipin 3 [Source:MGI Symbol;Acc:MGI:1890500]"
"Mrpl55"	"mitochondrial ribosomal protein L55 [Source:MGI Symbol;Acc:MGI:1914462]"
"Arhgef26"	"Rho guanine nucleotide exchange factor (GEF) 26 [Source:MGI Symbol;Acc:MGI:1918053]"
"Rap2b"	"RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]"
"Bcorl1"	"BCL6 co-repressor-like 1 [Source:MGI Symbol;Acc:MGI:2443910]"
"Asap3"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2684986]"
"Inhbb"	"inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]"
"Socs5"	"suppressor of cytokine signaling 5 [Source:MGI Symbol;Acc:MGI:2385459]"
"Mycn"	"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) [Source:MGI Symbol;Acc:MGI:97357]"
"E330009J07Rik"	"RIKEN cDNA E330009J07 gene [Source:MGI Symbol;Acc:MGI:2444256]"
"Rbm17"	"RNA binding motif protein 17 [Source:MGI Symbol;Acc:MGI:1924188]"
"Spry1"	"sprouty homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345139]"
"Hook3"	"hook homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443554]"
"4932438A13Rik"	"RIKEN cDNA 4932438A13 gene [Source:MGI Symbol;Acc:MGI:2444631]"
"Gemin5"	"gem (nuclear organelle) associated protein 5 [Source:MGI Symbol;Acc:MGI:2449311]"
"Traf3ip3"	"TRAF3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:2441706]"
"Atp11b"	"ATPase, class VI, type 11B [Source:MGI Symbol;Acc:MGI:1923545]"
"Icam1"	"intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]"
"Cnnm4"	"cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]"
"Arid5a"	"AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039]"
"Azin1"	"antizyme inhibitor 1 [Source:MGI Symbol;Acc:MGI:1859169]"
"Uggt1"	"UDP-glucose glycoprotein glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2443162]"
"Thoc2"	"THO complex 2 [Source:MGI Symbol;Acc:MGI:2442413]"
"Dlgap5"	"discs, large (Drosophila) homolog-associated protein 5 [Source:MGI Symbol;Acc:MGI:2183453]"
"Rps16"	"ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:98118]"
"Vash2"	"vasohibin 2 [Source:MGI Symbol;Acc:MGI:2444826]"
"Wdhd1"	"WD repeat and HMG-box DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:2443514]"
"Zfp60"	"zinc finger protein 60 [Source:MGI Symbol;Acc:MGI:99207]"
"Vps13b"	"vacuolar protein sorting 13B (yeast) [Source:MGI Symbol;Acc:MGI:1916380]"
"Slc20a2"	"solute carrier family 20, member 2 [Source:MGI Symbol;Acc:MGI:97851]"
"Cdkn1c"	"cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564]"
"Ckap2"	"cytoskeleton associated protein 2 [Source:MGI Symbol;Acc:MGI:1931797]"
"Rpl10a"	"ribosomal protein L10A [Source:MGI Symbol;Acc:MGI:1343877]"
"Iars"	"isoleucine-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2145219]"
"Cpe"	"carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932]"
"Nufip2"	"nuclear fragile X mental retardation protein interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915814]"
"Egr2"	"early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]"
"Rcor1"	"REST corepressor 1 [Source:MGI Symbol;Acc:MGI:106340]"
"Smarce1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:MGI Symbol;Acc:MGI:1927347]"
"Zc3h7a"	"zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044]"
"Ccdc92"	"coiled-coil domain containing 92 [Source:MGI Symbol;Acc:MGI:106485]"
"Rara"	"retinoic acid receptor, alpha [Source:MGI Symbol;Acc:MGI:97856]"
"Dennd4c"	"DENN/MADD domain containing 4C [Source:MGI Symbol;Acc:MGI:1914769]"
"Cnbd2"	"cyclic nucleotide binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1918123]"
"Trappc11"	"trafficking protein particle complex 11 [Source:MGI Symbol;Acc:MGI:2444585]"
"AW551984"	"expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322]"
"Cdon"	"cell adhesion molecule-related/down-regulated by oncogenes [Source:MGI Symbol;Acc:MGI:1926387]"
"Ormdl3"	"ORM1-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913862]"
"Pde4dip"	"phosphodiesterase 4D interacting protein (myomegalin) [Source:MGI Symbol;Acc:MGI:1891434]"
"Chpf2"	"chondroitin polymerizing factor 2 [Source:MGI Symbol;Acc:MGI:1917522]"
"Mical2"	"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]"
"Bcl9"	"B cell CLL/lymphoma 9 [Source:MGI Symbol;Acc:MGI:1924828]"
"Slc22a23"	"solute carrier family 22, member 23 [Source:MGI Symbol;Acc:MGI:1920352]"
"Iffo1"	"intermediate filament family orphan 1 [Source:MGI Symbol;Acc:MGI:2444516]"
"Fau"	"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) [Source:MGI Symbol;Acc:MGI:102547]"
"Nop2"	"NOP2 nucleolar protein [Source:MGI Symbol;Acc:MGI:107891]"
"Spats2l"	"spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]"
"Tsr1"	"TSR1 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:2144566]"
"Txnip"	"thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]"
"Uqcrfs1"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:MGI Symbol;Acc:MGI:1913944]"
"Olfml2b"	"olfactomedin-like 2B [Source:MGI Symbol;Acc:MGI:2443310]"
"Ptov1"	"prostate tumor over expressed gene 1 [Source:MGI Symbol;Acc:MGI:1933946]"
"Dcun1d2"	"DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142792]"
"Gdf15"	"growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]"
"Tbc1d17"	"TBC1 domain family, member 17 [Source:MGI Symbol;Acc:MGI:2449973]"
"Dock10"	"dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]"
"Scube3"	"signal peptide, CUB domain, EGF-like 3 [Source:MGI Symbol;Acc:MGI:3045253]"
"Golga4"	"golgi autoantigen, golgin subfamily a, 4 [Source:MGI Symbol;Acc:MGI:1859646]"
"Nudcd1"	"NudC domain containing 1 [Source:MGI Symbol;Acc:MGI:1914679]"
"Shank1"	"SH3/ankyrin domain gene 1 [Source:MGI Symbol;Acc:MGI:3613677]"
"Mvb12b"	"multivesicular body subunit 12B [Source:MGI Symbol;Acc:MGI:1919793]"
"Nup205"	"nucleoporin 205 [Source:MGI Symbol;Acc:MGI:2141625]"
"Ascc3"	"activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]"
"Ephx1"	"epoxide hydrolase 1, microsomal [Source:MGI Symbol;Acc:MGI:95405]"
"Cnot4"	"CCR4-NOT transcription complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1859026]"
"Sde2"	"SDE2 telomere maintenance homolog (S. pombe) [Source:MGI Symbol;Acc:MGI:2384788]"
"Rap1gap2"	"RAP1 GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:3028623]"
"Itpkb"	"inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]"
"Zfhx3"	"zinc finger homeobox 3 [Source:MGI Symbol;Acc:MGI:99948]"
"Rpl12"	"ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:98002]"
"Kat7"	"K(lysine) acetyltransferase 7 [Source:MGI Symbol;Acc:MGI:2182799]"
"Tcfl5"	"transcription factor-like 5 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:2672878]"
"Prc1"	"protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961]"
"Pdk2"	"pyruvate dehydrogenase kinase, isoenzyme 2 [Source:MGI Symbol;Acc:MGI:1343087]"
"Lmtk2"	"lemur tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:3036247]"
"Rabggtb"	"RAB geranylgeranyl transferase, b subunit [Source:MGI Symbol;Acc:MGI:99537]"
"Ppp1r9b"	"protein phosphatase 1, regulatory subunit 9B [Source:MGI Symbol;Acc:MGI:2387581]"
"Ube3c"	"ubiquitin protein ligase E3C [Source:MGI Symbol;Acc:MGI:2140998]"
"Rps21"	"ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913731]"
"Bmp6"	"bone morphogenetic protein 6 [Source:MGI Symbol;Acc:MGI:88182]"
"2610034B18Rik"	"RIKEN cDNA 2610034B18 gene [Source:MGI Symbol;Acc:MGI:1917670]"
"Nrn1"	"neuritin 1 [Source:MGI Symbol;Acc:MGI:1915654]"
"Camk1d"	"calcium/calmodulin-dependent protein kinase ID [Source:MGI Symbol;Acc:MGI:2442190]"
"Metrnl"	"meteorin, glial cell differentiation regulator-like [Source:MGI Symbol;Acc:MGI:2384806]"
"Ppp1r10"	"protein phosphatase 1, regulatory subunit 10 [Source:MGI Symbol;Acc:MGI:1289273]"
"Stx11"	"syntaxin 11 [Source:MGI Symbol;Acc:MGI:1921982]"
"Sec24d"	"Sec24 related gene family, member D (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916858]"
"Npepl1"	"aminopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:2448523]"
"Igfbp2"	"insulin-like growth factor binding protein 2 [Source:MGI Symbol;Acc:MGI:96437]"
"Cdh6"	"cadherin 6 [Source:MGI Symbol;Acc:MGI:107435]"
"Heatr5b"	"HEAT repeat containing 5B [Source:MGI Symbol;Acc:MGI:2444098]"
"Ppl"	"periplakin [Source:MGI Symbol;Acc:MGI:1194898]"
"Uhrf1bp1"	"UHRF1 (ICBP90) binding protein 1 [Source:MGI Symbol;Acc:MGI:3041238]"
"Ncam1"	"neural cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97281]"
"Nphp4"	"nephronophthisis 4 (juvenile) homolog (human) [Source:MGI Symbol;Acc:MGI:2384210]"
"Myo9a"	"myosin IXa [Source:MGI Symbol;Acc:MGI:107735]"
"Prex1"	"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:MGI Symbol;Acc:MGI:3040696]"
"Hs3st6"	"heparan sulfate (glucosamine) 3-O-sulfotransferase 6 [Source:MGI Symbol;Acc:MGI:3580487]"
"Rxrb"	"retinoid X receptor beta [Source:MGI Symbol;Acc:MGI:98215]"
"Zmynd8"	"zinc finger, MYND-type containing 8 [Source:MGI Symbol;Acc:MGI:1918025]"
"Usp53"	"ubiquitin specific peptidase 53 [Source:MGI Symbol;Acc:MGI:2139607]"
"Nploc4"	"nuclear protein localization 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2679787]"
"Thap3"	"THAP domain containing, apoptosis associated protein 3 [Source:MGI Symbol;Acc:MGI:1917126]"
"Cpeb2"	"cytoplasmic polyadenylation element binding protein 2 [Source:MGI Symbol;Acc:MGI:2442640]"
"Epg5"	"ectopic P-granules autophagy protein 5 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1918673]"
